gene	Ambalavanan_25449221	Da_paepe_20718599	Hadchoul_data	Hamvas_30342483	Li_26030808	Torgerson_30113228	Wang_23897914	Ahmed_37839510	Zasada_31445514	Zasada_31445514_day36GA	Bharracharya_22723293	Bhattacharya_33552042	Dai_34276789_data	Fulton_30459472	Gong_32412065	Luo_36514862_eqtl	Oji_mmuo_33177681_mRNA	Pietrzyk_24194948_down_day28	Pietrzyk_24194948_down_day5	Pietrzyk_24194948_up_day28	Pietrzyk_24194948_up_day5	Shen_33093882	Siddiah_37123538	Tsotakos_35947545_down	Windhorst_37090732	Yuon_chou_37507442_cpg_day14	Yuon_chou_37507442_cpg_day28	Yuon_chou_37507442_deg_day14	maic_score	contributors	
AL117379.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.155098254	1.155098254	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
CYP51A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15491071	0	1.15491071	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
TMEM44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15469958	0	0	0	0	0	0	0	1.15469958	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
ANKRD18B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15459639	0	0	0	0	0	0	0	1.15459639	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
CABLES1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15439001	0	0	0	0	0	0	0	1.15439001	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
USP54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.154365237	1.154365237	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
GRB10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15428682	0	0	0	0	0	0	0	1.15428682	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
B4GALT5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15418363	0	0	0	0	0	0	0	1.15418363	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
ZBTB8OS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.154124445	1.154124445	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
GADD45A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15397725	0	0	0	0	0	0	0	1.15397725	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
RPUSD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153885404	1.153885404	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
ABCB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153756246	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153756246	TRANSCRIPTOMICS: Gong_32412065	
H3C3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153648102	1.153648102	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
ZNF30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15356449	0	0	0	0	0	0	0	1.15356449	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
RN7SL396P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153412524	1.153412524	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
DNAJB13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153410691	0	1.153410691	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
PNPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15335811	0	0	0	0	0	0	0	1.15335811	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
TMEM99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15325492	0	0	0	0	0	0	0	1.15325492	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
CPVL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153178658	1.153178658	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
GABRA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153092201	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153092201	TRANSCRIPTOMICS: Gong_32412065	
RN7SL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.152716008	1.152716008	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
PPFIBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.152635779	0	0	0	0	0	0	0	1.152635779	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
IFT122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.152487199	1.152487199	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
PRKY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.152437784	0	0	0	0	0	0	0	0	0	0	0	0	0	1.152437784	TRANSCRIPTOMICS: Gong_32412065	
PTGER4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15226005	1.15226005	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
KCNMB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.152016639	0	0	0	0	0	0	0	1.152016639	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
RN7SL617P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15181068	1.15181068	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
DHRS4L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.151810259	0	0	0	0	0	0	0	1.151810259	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
VPREB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.151792856	0	0	0	0	0	0	0	0	0	0	0	0	0	1.151792856	TRANSCRIPTOMICS: Gong_32412065	
H4C13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.151588435	1.151588435	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
CD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.151500689	0	0	0	0	0	0	0	1.151500689	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
RN7SL735P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1513678	1.1513678	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
PLXDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.151191119	0	0	0	0	0	0	0	1.151191119	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
CAMK2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.151157278	0	0	0	0	0	0	0	0	0	0	0	0	0	1.151157278	TRANSCRIPTOMICS: Gong_32412065	
RN7SL11P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.151148763	1.151148763	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
MSANTD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150881549	0	0	0	0	0	0	0	1.150881549	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
RIOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150778359	0	0	0	0	0	0	0	1.150778359	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
CD300LF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150715432	1.150715432	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
RWDD2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150675169	0	0	0	0	0	0	0	1.150675169	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
GTPBP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150571979	0	0	0	0	0	0	0	1.150571979	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
LOC100131820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150530915	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150530915	TRANSCRIPTOMICS: Gong_32412065	
GCAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150501115	1.150501115	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
GIMAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150468789	0	0	0	0	0	0	0	1.150468789	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
ENSG00000288875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150288347	1.150288347	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
RIPOR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201394	0	0	0	0	0	0	0	0	1.150201394	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28	
ST14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201384	0	0	0	0	0	0	0	0	1.150201384	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28	
GABRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201374	0	0	0	0	0	0	0	0	1.150201374	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28	
MIR224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201364	0	0	0	0	0	0	0	0	1.150201364	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28	
MEG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201344	0	0	0	0	0	0	0	0	1.150201344	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28	
SLC11A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201334	0	0	0	0	0	0	0	0	1.150201334	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28	
TIMP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201314	0	0	0	0	0	0	0	0	1.150201314	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28	
LY6G6D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201294	0	0	0	0	0	0	0	0	1.150201294	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28	
LRRC32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201284	0	0	0	0	0	0	0	0	1.150201284	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28	
INPP5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201274	0	0	0	0	0	0	0	0	1.150201274	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28	
NDST1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201264	0	0	0	0	0	0	0	0	1.150201264	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28	
INKA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201254	0	0	0	0	0	0	0	0	1.150201254	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28	
KEL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201244	0	0	0	0	0	0	0	0	1.150201244	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28	
SERPINE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201234	0	0	0	0	0	0	0	0	1.150201234	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28	
IRS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201214	0	0	0	0	0	0	0	0	1.150201214	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28	
BTN3A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150056028	0	0	0	0	0	0	0	1.150056028	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
CHMP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.149952838	0	0	0	0	0	0	0	1.149952838	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
GSDME	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.149913633	0	0	0	0	0	0	0	0	0	0	0	0	0	1.149913633	TRANSCRIPTOMICS: Gong_32412065	
LEF1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.149867413	1.149867413	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
LNPK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.149659223	1.149659223	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
TOR1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.149452536	1.149452536	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
PID1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.149436888	0	0	0	0	0	0	0	1.149436888	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
AKT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.149333698	0	0	0	0	0	0	0	1.149333698	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
CD72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.149305302	0	0	0	0	0	0	0	0	0	0	0	0	0	1.149305302	TRANSCRIPTOMICS: Gong_32412065	
PRKX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.149230508	0	0	0	0	0	0	0	1.149230508	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
RFX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.149107387	0	1.149107387	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MAP3K13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.149043624	1.149043624	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
MT2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.148841377	1.148841377	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
GMNN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.148640587	1.148640587	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
CIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.148441244	1.148441244	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
PRKCQ-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.148243336	1.148243336	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
TDRD9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.148114971	0	0	0	0	0	0	0	0	0	0	0	0	0	1.148114971	TRANSCRIPTOMICS: Gong_32412065	
ELOCP19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.148046852	1.148046852	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
SMARCD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.147851782	1.147851782	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
LOC105371712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.147736128	0	1.147736128	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
CNKSR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.147658115	1.147658115	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
PTTG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.147274946	1.147274946	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
NCOA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.147085423	1.147085423	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
LOC100130811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.146958906	0	0	0	0	0	0	0	0	0	0	0	0	0	1.146958906	TRANSCRIPTOMICS: Gong_32412065	
INTS12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.146897261	1.146897261	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
IGFBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.146393414	0	0	0	0	0	0	0	0	0	0	0	0	0	1.146393414	TRANSCRIPTOMICS: Gong_32412065	
TRIP13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.146340833	1.146340833	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
PLAC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14615801	1.14615801	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
ZDHHC23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.145836121	0	0	0	0	0	0	0	0	0	0	0	0	0	1.145836121	TRANSCRIPTOMICS: Gong_32412065	
UBALD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.145796282	1.145796282	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
TOR1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.145617356	1.145617356	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
RNF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.145439711	1.145439711	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
MZB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.145286908	0	0	0	0	0	0	0	0	0	0	0	0	0	1.145286908	TRANSCRIPTOMICS: Gong_32412065	
WHAMMP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14508822	1.14508822	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
MIR630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14508421	0	1.14508421	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
SNX25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.144745658	0	0	0	0	0	0	0	0	0	0	0	0	0	1.144745658	TRANSCRIPTOMICS: Gong_32412065	
HS3ST1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.144212255	0	0	0	0	0	0	0	0	0	0	0	0	0	1.144212255	TRANSCRIPTOMICS: Gong_32412065	
ACTG1P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.143802215	0	1.143802215	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
TNPO1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.143404304	1.143404304	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
RN7SL230P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.143081712	1.143081712	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
DEPDC1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.142922132	1.142922132	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
H2AC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.142763684	1.142763684	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
MYO1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.142658002	0	0	0	0	0	0	0	0	0	0	0	0	0	1.142658002	TRANSCRIPTOMICS: Gong_32412065	
FOLH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.142548664	0	1.142548664	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LINC02482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.142450151	1.142450151	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
NXPH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.142154868	0	0	0	0	0	0	0	0	0	0	0	0	0	1.142154868	TRANSCRIPTOMICS: Gong_32412065	
H2BC14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.142141043	1.142141043	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
AFG1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.141836295	1.141836295	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
GLIDR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.141659028	0	0	0	0	0	0	0	0	0	0	0	0	0	1.141659028	TRANSCRIPTOMICS: Gong_32412065	
LY6E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.141535839	1.141535839	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
CDC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1413872	1.1413872	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
LOC107986870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.141322926	0	1.141322926	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
NHS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14123961	1.14123961	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
HLA-DQB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.141170377	0	0	0	0	0	0	0	0	0	0	0	0	0	1.141170377	TRANSCRIPTOMICS: Gong_32412065	
ZNF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.141093061	1.141093061	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
ZNHIT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.140947545	1.140947545	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
P2RX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.140688812	0	0	0	0	0	0	0	0	0	0	0	0	0	1.140688812	TRANSCRIPTOMICS: Gong_32412065	
ATL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14065958	1.14065958	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
H3C8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.140375653	1.140375653	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
IL16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.140235184	1.140235184	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
FLJ45832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.140214228	0	0	0	0	0	0	0	0	0	0	0	0	0	1.140214228	TRANSCRIPTOMICS: Gong_32412065	
FAM87A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.140124384	0	1.140124384	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
RELA-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.139957199	1.139957199	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
USP46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.139819667	1.139819667	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
PNOC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.139746525	0	0	0	0	0	0	0	0	0	0	0	0	0	1.139746525	TRANSCRIPTOMICS: Gong_32412065	
WWOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1396831	1.1396831	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
SLC39A10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.139412828	1.139412828	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
C1orf220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.139285603	0	0	0	0	0	0	0	0	0	0	0	0	0	1.139285603	TRANSCRIPTOMICS: Gong_32412065	
ENSG00000253924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.139279109	1.139279109	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
ZNF502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.139146325	1.139146325	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
PLK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.139014469	1.139014469	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
MYO7A	0	0	0	1.138967055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.138967055	GENOMICS: Hamvas_30342483	
PRKRA	0	0	0	1.138967015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.138967015	GENOMICS: Hamvas_30342483	
