Mouse Genes,Human Ortholog Symbol
Xrcc5,ENSG00000079246
Tfcp2l1,ENSG00000115112
Tmem119,ENSG00000183160
Mmadhc,ENSG00000168288
Tgfa,ENSG00000163235
Msra,ENSG00000175806
Hint3,ENSG00000111911
Ganab,ENSG00000089597
Mlst8,ENSG00000167965
Ttll10,ENSG00000162571
2200002D01Rik,ENSG00000167644
Nphp3,ENSG00000113971
Cox4i2,ENSG00000131055
Gatc,ENSG00000257218
Iqcc,ENSG00000160051
Spin4,ENSG00000186767
Socs5,ENSG00000171150
Nadsyn1,ENSG00000172890
Ppp6r2,ENSG00000100239
Fam167a,ENSG00000154319
Ndufs7,ENSG00000115286
Muc5b,ENSG00000117983
Sec23ip,ENSG00000107651
Arcn1,ENSG00000095139
Trpm2,ENSG00000142185
Pcdhga3,ENSG00000254245
Gp5,ENSG00000178732
0610009B22Rik,ENSG00000196459
Synj2,ENSG00000078269
Hint1,ENSG00000169567
Arrdc1,ENSG00000197070
Adam33,ENSG00000149451
Klhl9,ENSG00000198642
Ncor2,ENSG00000196498
Rnase6,ENSG00000169413
Hspa4l,ENSG00000164070
Ispd,ENSG00000214960
Eef1b2,ENSG00000114942
BC018507,ENSG00000164151
Xpnpep3,ENSG00000196236
Krt80,ENSG00000167767
Fut11,ENSG00000196968
Kat6a,ENSG00000083168
Rabl2,ENSG00000144134
Pdrg1,ENSG00000088356
Ptcd3,ENSG00000132300
Zkscan3,ENSG00000187626
Cyr61,ENSG00000142871
Kcnab3,ENSG00000170049
Grk4,ENSG00000125388
Prss8,ENSG00000052344
Palm,ENSG00000099864
Sorbs2,ENSG00000154556
Anks3,ENSG00000168096
Phyh,ENSG00000107537
Mfge8,ENSG00000140545
Nudt10,ENSG00000196368
Cep57l1,ENSG00000183137
Pla2g4a,ENSG00000116711
Ppara,ENSG00000186951
Cd247,ENSG00000198821
Gatad2a,ENSG00000167491
Mef2d,ENSG00000116604
Macc1,ENSG00000183742
Zfp623,ENSG00000183309
Kpna4,ENSG00000186432
Lrriq1,ENSG00000133640
Stag2,ENSG00000101972
Actb,ENSG00000075624
Mutyh,ENSG00000132781
Alkbh1,ENSG00000100601
Kansl1,ENSG00000120071
Cd86,ENSG00000114013
Lig1,ENSG00000105486
Fgd3,ENSG00000127084
Krt222,ENSG00000213424
Arhgef40,ENSG00000165801
Sntn,ENSG00000188817
Ppp1r13b,ENSG00000088808
Fam219b,ENSG00000178761
Zfp558,ENSG00000167785
Ap2b1,ENSG00000006125
Ndufc2,ENSG00000151366
Dnah7a,ENSG00000118997
Eri3,ENSG00000117419
Dnaja3,ENSG00000103423
Chrd,ENSG00000090539
Eif3g,ENSG00000130811
Memo1,ENSG00000162959
Setd6,ENSG00000103037
Mettl3,ENSG00000165819
Fgfbp3,ENSG00000174721
Tspan2,ENSG00000134198
N6amt1,ENSG00000156239
1810055G02Rik,ENSG00000171067
Gpr85,ENSG00000164604
Hmgcs2,ENSG00000134240
Git2,ENSG00000139436
Trim41,ENSG00000146063
Mpzl1,ENSG00000197965
Nptx1,ENSG00000171246
Smyd3,ENSG00000185420
Ttl,ENSG00000114999
Tcea2,ENSG00000171703
Myo1h,ENSG00000174527
Wbscr16,ENSG00000274523
Camta1,ENSG00000171735
Add1,ENSG00000087274
Rwdd3,ENSG00000122481
Smg8,ENSG00000167447
Rev1,ENSG00000135945
Ifngr2,ENSG00000159128
Afap1l2,ENSG00000169129
Lrrc42,ENSG00000116212
Kndc1,ENSG00000171798
Msantd4,ENSG00000170903
Atl2,ENSG00000119787
2310035C23Rik,ENSG00000134444
Mill2,ENSG00000204520
Slc9a5,ENSG00000135740
Kdm5c,ENSG00000126012
Vps16,ENSG00000215305
Hnrnpk,ENSG00000165119
Enkd1,ENSG00000124074
Dtwd2,ENSG00000169570
Grik2,ENSG00000164418
Ss18,ENSG00000141380
Fem1b,ENSG00000169018
Slc25a5,ENSG00000005022
Golga3,ENSG00000090615
Pyroxd2,ENSG00000119943
Ssbp3,ENSG00000157216
Mxd3,ENSG00000213347
Fam118a,ENSG00000100376
Tmem208,ENSG00000168701
Pomk,ENSG00000185900
Lhfpl2,ENSG00000145685
Limch1,ENSG00000064042
Rab11fip1,ENSG00000156675
Ndufa7,ENSG00000267855
Napsa,ENSG00000131400
Strbp,ENSG00000165209
Rnf150,ENSG00000170153
Sra1,ENSG00000213523
Sema4f,ENSG00000135622
Alkbh5,ENSG00000091542
Tcte1,ENSG00000146221
Smoc2,ENSG00000112562
Ammecr1,ENSG00000101935
Psip1,ENSG00000164985
Fam109a,ENSG00000198324
Actn2,ENSG00000077522
Pkp3,ENSG00000184363
Dnmt1,ENSG00000130816
U2surp,ENSG00000163714
Bud31,ENSG00000106245
Bri3bp,ENSG00000184992
Cradd,ENSG00000169372
Ppp1r37,ENSG00000104866
Trub1,ENSG00000165832
Upf2,ENSG00000151461
Fabp4,ENSG00000170323
Bdkrb2,ENSG00000168398
Acsl4,ENSG00000068366
Usp12,ENSG00000152484
Klf16,ENSG00000129911
Prkch,ENSG00000027075
Pdlim4,ENSG00000131435
Cul1,ENSG00000055130
Zfp609,ENSG00000180357
Hist3h2a,ENSG00000181218
Htt,ENSG00000108576
Cfp,ENSG00000126759
Rpl30,ENSG00000156482
Pcdh12,ENSG00000113555
Sod1,ENSG00000142168
Cacna2d1,ENSG00000153956
Ube2g1,ENSG00000132388
Srgn,ENSG00000122862
Foxk1,ENSG00000164916
Arf1,ENSG00000143761
Cntn1,ENSG00000018236
Vdac2,ENSG00000165637
Psmd11,ENSG00000108671
Nxf1,ENSG00000162231
Cyth3,ENSG00000008256
Akap5,ENSG00000179841
Pdzrn3,ENSG00000121440
F7,ENSG00000057593
Ehhadh,ENSG00000113790
Orc1,ENSG00000085840
Apln,ENSG00000171388
Mta3,ENSG00000057935
Gimap3,ENSG00000196329
Add2,ENSG00000075340
Ifi35,ENSG00000068079
Erich3,ENSG00000178965
Ppat,ENSG00000068120
Fbxo7,ENSG00000100225
Birc6,ENSG00000115760
Emb,ENSG00000184271
Dusp1,ENSG00000120129
Ralgps1,ENSG00000136828
Dhrs1,ENSG00000157379
Tfip11,ENSG00000100109
Gpaa1,ENSG00000197858
Accs,ENSG00000110455
Fam204a,ENSG00000165669
Orc5,ENSG00000164815
Nt5e,ENSG00000135318
Nxt2,ENSG00000101888
Atp8b1,ENSG00000081923
Lhpp,ENSG00000107902
Tnfrsf11b,ENSG00000164761
Ercc8,ENSG00000049167
Caprin2,ENSG00000110888
Armcx6,ENSG00000198960
Bag3,ENSG00000151929
Prdx4,ENSG00000123131
Dtx4,ENSG00000110042
Rbp4,ENSG00000138207
Smyd2,ENSG00000143499
Nrp2,ENSG00000118257
Rnf8,ENSG00000112130
Srsf1,ENSG00000136450
Armc9,ENSG00000135931
Fam213a,ENSG00000122378
Pfdn4,ENSG00000101132
Zfp354c,ENSG00000177932
Rap1gap2,ENSG00000132359
Ctsa,ENSG00000064601
Nfic,ENSG00000141905
Zfhx3,ENSG00000140836
Ssr3,ENSG00000114850
Ttc37,ENSG00000198677
Serinc4,ENSG00000184716
Mvp,ENSG00000013364
Cecr6,ENSG00000183307
Rchy1,ENSG00000163743
Ogfod2,ENSG00000111325
Nucb2,ENSG00000070081
Fkbp15,ENSG00000119321
Gstcd,ENSG00000138780
Bard1,ENSG00000138376
Tmem41b,ENSG00000166471
Rac3,ENSG00000124151
Ccdc135,ENSG00000159625
Tomm22,ENSG00000100216
Dcdc2c,ENSG00000214866
Clpb,ENSG00000162129
Rdh13,ENSG00000160439
Cep70,ENSG00000114107
Cd164l2,ENSG00000174950
Bmp2,ENSG00000125845
Galnt18,ENSG00000110328
Mpdu1,ENSG00000129255
Tstd1,ENSG00000215845
Arsb,ENSG00000113273
Tlr3,ENSG00000164342
Evl,ENSG00000196405
D430019H16Rik,ENSG00000227051
Klhl20,ENSG00000076321
Mrpl12,ENSG00000262814
Ror2,ENSG00000169071
Rbpms,ENSG00000157110
Stap2,ENSG00000178078
Gper1,ENSG00000164850
Chsy3,ENSG00000198108
Prmt2,ENSG00000160310
AI661453,ENSG00000188112
Twf1,ENSG00000151239
Tpgs1,ENSG00000141933
Tshz3,ENSG00000121297
A630007B06Rik,ENSG00000165813
Ndufb11,ENSG00000147123
Rsad1,ENSG00000136444
Fam102b,ENSG00000162636
Cage1,ENSG00000164304
Fbxo10,ENSG00000147912
Ino80,ENSG00000128908
Mrpl11,ENSG00000174547
Tarbp2,ENSG00000139546
Tmem37,ENSG00000171227
Tmx1,ENSG00000139921
Pccb,ENSG00000114054
Ganc,ENSG00000214013
Spta1,ENSG00000163554
Lrig1,ENSG00000144749
Gtf2i,ENSG00000263001
5830415F09Rik,ENSG00000136932
Rock2,ENSG00000134318
Tbc1d15,ENSG00000121749
Mdfi,ENSG00000112559
Hexim2,ENSG00000168517
Tank,ENSG00000136560
Gbgt1,ENSG00000148288
Rad17,ENSG00000152942
Fn3k,ENSG00000167363
Alpl,ENSG00000162551
Tgoln1,ENSG00000152291
Gdpd1,ENSG00000111845
Rps13,ENSG00000110700
Tsc22d2,ENSG00000196428
Nudt13,ENSG00000166321
Stac2,ENSG00000141750
Plxna2,ENSG00000076356
Ube4a,ENSG00000110344
Pmaip1,ENSG00000141682
Bmpr2,ENSG00000204217
4933434E20Rik,ENSG00000143612
Fads1,ENSG00000149485
8030462N17Rik,ENSG00000152242
Cml3,ENSG00000144035
Tfdp2,ENSG00000114126
Cds2,ENSG00000101290
Txnl4b,ENSG00000140830
Zeb2,ENSG00000169554
Fbxo17,ENSG00000269190
Thap3,ENSG00000041988
Tmem158,ENSG00000249992
Cbx8,ENSG00000141570
Rin2,ENSG00000132669
Gpr98,ENSG00000164199
Casp6,ENSG00000138794
Ddx31,ENSG00000125485
Zscan21,ENSG00000166529
Star,ENSG00000147465
Rgs8,ENSG00000135824
Ndc1,ENSG00000058804
Tex15,ENSG00000133863
Ldha,ENSG00000134333
Cisd1,ENSG00000122873
Clint1,ENSG00000113282
Sf3b4,ENSG00000143368
Dpyd,ENSG00000188641
Ppp1r10,ENSG00000204569
Mst1,ENSG00000173531
Slc9a3r2,ENSG00000065054
Fam60a,ENSG00000139146
Igfbp3,ENSG00000146674
Gbp2,ENSG00000162645
Il17rd,ENSG00000144730
Lrrtm3,ENSG00000198739
Lrrc20,ENSG00000172731
Col20a1,ENSG00000101203
Prkab2,ENSG00000131791
Cpxm1,ENSG00000088882
Nceh1,ENSG00000144959
Mphosph8,ENSG00000196199
Ccdc122,ENSG00000151773
Zkscan7,ENSG00000196345
Ift22,ENSG00000128581
Ccdc82,ENSG00000149231
Trnau1ap,ENSG00000180098
Cfl2,ENSG00000165410
Znhit1,ENSG00000106400
1110001J03Rik,ENSG00000164898
Lrrc59,ENSG00000108829
Ppp1r42,ENSG00000178125
Ss18l1,ENSG00000184402
Igdcc4,ENSG00000103742
Abhd14b,ENSG00000114779
Zfp874a,ENSG00000197013
Acyp2,ENSG00000170634
Lgi4,ENSG00000153902
Nutf2,ENSG00000102898
Islr,ENSG00000129009
Acox2,ENSG00000168306
Mob3a,ENSG00000172081
Ecsit,ENSG00000130159
Shkbp1,ENSG00000160410
Napg,ENSG00000134265
Tmem55a,ENSG00000155099
Lurap1,ENSG00000171357
Edil3,ENSG00000164176
Rilp,ENSG00000167705
Tnfrsf19,ENSG00000127863
Cd8a,ENSG00000153563
Mok,ENSG00000080823
Serpinb6b,ENSG00000124570
Ccdc71l,ENSG00000253276
Ndufaf2,ENSG00000164182
Fgfr2,ENSG00000066468
Arhgef18,ENSG00000104880
Msn,ENSG00000147065
Coq6,ENSG00000119723
Abl2,ENSG00000143322
Golga1,ENSG00000136935
Pcdhb13,ENSG00000113211
Smarcb1,ENSG00000099956
Abcg3,ENSG00000118777
Sprtn,ENSG00000010072
Wdr65,ENSG00000243710
Ei24,ENSG00000149547
Ski,ENSG00000157933
Kcnh2,ENSG00000055118
Acly,ENSG00000131473
Gls,ENSG00000115419
Ccdc142,ENSG00000135637
Zmiz2,ENSG00000122515
Cmtm8,ENSG00000170293
Tmem218,ENSG00000150433
Itga3,ENSG00000005884
5730508B09Rik,ENSG00000174749
Tspan8,ENSG00000127324
Ankhd1,ENSG00000131503
Ifrd1,ENSG00000006652
Ufl1,ENSG00000014123
Prkcq,ENSG00000065675
Rraga,ENSG00000155876
Ska3,ENSG00000165480
Cep83,ENSG00000173588
Casc4,ENSG00000166734
Rassf4,ENSG00000132669
Mmp3,ENSG00000149968
Ptplb,ENSG00000206527
Trim68,ENSG00000167333
Gm13139,ENSG00000196378
Ppp2r1a,ENSG00000105568
Arpc5l,ENSG00000136950
Mettl8,ENSG00000123600
Zfp410,ENSG00000119725
Ttyh1,ENSG00000167614
D430042O09Rik,ENSG00000047578
Serpina7,ENSG00000123561
Mrps30,ENSG00000112996
Zbp1,ENSG00000159217
Siah1a,ENSG00000196470
Tmem115,ENSG00000126062
Yrdc,ENSG00000196449
Mga,ENSG00000174197
Copz1,ENSG00000111481
Traf3ip3,ENSG00000009790
Ctsc,ENSG00000109861
Klf6,ENSG00000067082
Tmem245,ENSG00000106771
Heatr5b,ENSG00000008869
Iqub,ENSG00000164675
Pa2g4,ENSG00000170515
Ifnlr1,ENSG00000185436
Cdc20,ENSG00000117399
Prkag1,ENSG00000181929
Med27,ENSG00000160563
Evi2a,ENSG00000126860
Rusc2,ENSG00000198853
Nedd4,ENSG00000069869
Hnmt,ENSG00000150540
Fam174a,ENSG00000174132
Kcna1,ENSG00000111262
Nop9,ENSG00000196943
Arhgef17,ENSG00000110237
Aldoa,ENSG00000149925
Ccr5,ENSG00000160791
Zfp185,ENSG00000147394
Flot2,ENSG00000132589
Tlcd2,ENSG00000185561
Sall2,ENSG00000165821
Smurf2,ENSG00000108854
Mustn1,ENSG00000272573
Cpeb2,ENSG00000137449
Itpkb,ENSG00000143772
Amer1,ENSG00000184675
Napepld,ENSG00000161048
Rab6b,ENSG00000154917
Atp1a3,ENSG00000105409
Stx6,ENSG00000135823
Nsmce4a,ENSG00000107672
Prmt5,ENSG00000100462
Nit2,ENSG00000114021
Mlip,ENSG00000146147
Tns4,ENSG00000131746
Pgam2,ENSG00000164708
Ccne2,ENSG00000175305
Herc1,ENSG00000103657
Afap1l1,ENSG00000157510
Emilin1,ENSG00000138080
Larp1b,ENSG00000138709
Fam46a,ENSG00000112773
2810408M09Rik,ENSG00000172315
Atp2c1,ENSG00000017260
Anxa9,ENSG00000143412
Crabp1,ENSG00000166426
Lat2,ENSG00000092068
Syt5,ENSG00000129990
Sephs1,ENSG00000086475
Lrrc41,ENSG00000132128
Glis3,ENSG00000107249
Abhd13,ENSG00000139826
Commd2,ENSG00000114744
Amt,ENSG00000145020
B3gnt4,ENSG00000176383
Anapc7,ENSG00000196510
Hnrnpa0,ENSG00000177733
Telo2,ENSG00000100726
Drp2,ENSG00000102385
Baiap2,ENSG00000175866
Tmem161b,ENSG00000164180
Pnliprp1,ENSG00000187021
Usp28,ENSG00000048028
Nlrc4,ENSG00000091106
Oard1,ENSG00000124596
Ccdc42b,ENSG00000186710
Dctn5,ENSG00000166847
Nacc1,ENSG00000160877
Jade1,ENSG00000077684
Tmem205,ENSG00000105518
Aox1,ENSG00000138356
Tmco4,ENSG00000162542
Mmp12,ENSG00000262406
Nprl2,ENSG00000114388
Morc3,ENSG00000159256
Strn,ENSG00000115808
Eed,ENSG00000074266
Mapre3,ENSG00000084764
Slc25a46,ENSG00000164209
Nudt3,ENSG00000272325
Wbp1l,ENSG00000166272
Acaa2,ENSG00000167315
Pbxip1,ENSG00000163346
Sbno1,ENSG00000139697
Cgrrf1,ENSG00000100532
Prpsap1,ENSG00000161542
Alyref,ENSG00000183684
Galnt4,ENSG00000257594
Nars,ENSG00000134440
Hsd3b7,ENSG00000099377
Tmem82,ENSG00000162460
Pde6d,ENSG00000156973
Abhd3,ENSG00000158201
Fuk,ENSG00000157353
Bcap29,ENSG00000075790
Map2k4,ENSG00000065559
Cxxc1,ENSG00000154832
Tefm,ENSG00000172171
Zmat2,ENSG00000146007
Egln2,ENSG00000269858
Pik3ca,ENSG00000121879
Pdhb,ENSG00000168291
Neto2,ENSG00000171208
1700020L24Rik,ENSG00000270806
Dohh,ENSG00000129932
Nt5m,ENSG00000205309
Thap7,ENSG00000184436
Prrc1,ENSG00000164244
Pus7l,ENSG00000129317
Spry2,ENSG00000136158
Creb3l2,ENSG00000182158
Rfng,ENSG00000169733
Slc16a11,ENSG00000174326
Ssrp1,ENSG00000149136
Cdk2ap1,ENSG00000111328
Apobec2,ENSG00000124701
Sgcd,ENSG00000170624
Efcab6,ENSG00000186976
Cox20,ENSG00000203667
Ap1s1,ENSG00000106367
C030039L03Rik,ENSG00000197782
Rpa1,ENSG00000132383
Epn3,ENSG00000049283
Ap2m1,ENSG00000161203
Cnot6,ENSG00000113300
Cib1,ENSG00000185043
Btg3,ENSG00000154640
1200014J11Rik,ENSG00000074356
Sat1,ENSG00000130066
Nanog,ENSG00000255192
Col18a1,ENSG00000182871
Dnajb14,ENSG00000164031
Nipsnap1,ENSG00000184117
Serpinb1a,ENSG00000021355
Zmym5,ENSG00000132950
Efna1,ENSG00000169242
Parp4,ENSG00000102699
Gria3,ENSG00000125675
D1Ertd622e,ENSG00000181751
Ubxn2b,ENSG00000215114
Ube2k,ENSG00000078140
Pcid2,ENSG00000126226
Mien1,ENSG00000141741
Vav3,ENSG00000134215
Mtmr12,ENSG00000150712
Dzip1l,ENSG00000158163
Mrpl23,ENSG00000276345
Sec24b,ENSG00000138802
1700019L03Rik,ENSG00000160401
Ticrr,ENSG00000140534
1700026D08Rik,ENSG00000156206
Mtm1,ENSG00000171100
Uba6,ENSG00000033178
Lin9,ENSG00000183814
Rad51ap1,ENSG00000111247
Rps4x,ENSG00000198034
Tmem219,ENSG00000149932
Chdh,ENSG00000016391
Gm6484,ENSG00000130173
Tardbp,ENSG00000120948
Nudt16,ENSG00000198585
Man1a2,ENSG00000198162
Dpcd,ENSG00000166171
A830018L16Rik,ENSG00000165084
Tcerg1,ENSG00000113649
C2cd5,ENSG00000111731
Pof1b,ENSG00000124429
Pip5k1a,ENSG00000143398
Col26a1,ENSG00000160963
Zfp58,ENSG00000197013
B4galt5,ENSG00000158470
Rnf216,ENSG00000011275
Osbpl6,ENSG00000079156
Gid4,ENSG00000141034
Rab38,ENSG00000123892
Tusc2,ENSG00000114383
Serpina10,ENSG00000140093
Mrpl48,ENSG00000175581
Tmem170,ENSG00000166822
Syde1,ENSG00000105137
Lonrf2,ENSG00000170500
Irf7,ENSG00000185507
Slc25a51,ENSG00000122696
Fxyd1,ENSG00000266964
Batf3,ENSG00000123685
Ubqln1,ENSG00000135018
2310009A05Rik,ENSG00000225973
Enah,ENSG00000154380
Fam120c,ENSG00000184083
Ptbp3,ENSG00000119314
Fhad1,ENSG00000142621
St6galnac6,ENSG00000160408
Cdc37,ENSG00000105401
Vcam1,ENSG00000162692
Apaf1,ENSG00000120868
Nampt,ENSG00000105835
Ppp1r21,ENSG00000162869
P4ha2,ENSG00000072682
Trap1,ENSG00000126602
Gtf2f1,ENSG00000125651
Pdgfa,ENSG00000197461
Sepsecs,ENSG00000109618
Cog6,ENSG00000133103
Erbb3,ENSG00000065361
Ccdc160,ENSG00000203952
Far2,ENSG00000064763
2210404O09Rik,ENSG00000196378
Ly75,ENSG00000054219
Mpv17,ENSG00000115204
Serpinh1,ENSG00000149257
C1qtnf4,ENSG00000172247
Manea,ENSG00000172469
1700024G13Rik,ENSG00000178645
Nubp2,ENSG00000095906
Parp14,ENSG00000173193
Taf12,ENSG00000120656
Hmgb2,ENSG00000164104
Pkm,ENSG00000067225
Egf,ENSG00000138798
Usp24,ENSG00000162402
Uxs1,ENSG00000115652
Rnf146,ENSG00000118518
Gamt,ENSG00000130005
Apod,ENSG00000189058
Lysmd4,ENSG00000183060
Esd,ENSG00000139684
Cops6,ENSG00000168090
Sh3gl2,ENSG00000107295
Acer3,ENSG00000078124
Brat1,ENSG00000106009
Ddrgk1,ENSG00000198171
AI314180,ENSG00000136813
Ogfod1,ENSG00000087263
Mrps5,ENSG00000144029
Ly9,ENSG00000122224
Lsm4,ENSG00000130520
Spopl,ENSG00000144228
Arhgef15,ENSG00000198844
Car13,ENSG00000185015
Apc,ENSG00000134982
Megf10,ENSG00000145794
Rd3,ENSG00000198570
Evpl,ENSG00000167880
Snrnp200,ENSG00000144028
Lmtk2,ENSG00000164715
Sp4,ENSG00000105866
Map3k3,ENSG00000198909
Rtkn2,ENSG00000182010
Pbrm1,ENSG00000163939
Larp6,ENSG00000166173
Tctex1d4,ENSG00000188396
Car8,ENSG00000178538
Smchd1,ENSG00000101596
Fyttd1,ENSG00000122068
Cct8,ENSG00000156261
Kidins220,ENSG00000134313
1110037F02Rik,ENSG00000164944
Ccdc127,ENSG00000164366
Ctc1,ENSG00000178971
Plrg1,ENSG00000171566
Foxp2,ENSG00000128573
Zfp790,ENSG00000197050
Chmp6,ENSG00000176108
Ndufa4,ENSG00000189043
Gpatch1,ENSG00000076650
Rprd2,ENSG00000163125
Myo15,ENSG00000091536
Mnda,ENSG00000163563
Klhl6,ENSG00000122550
Abhd2,ENSG00000140526
Slc8a1,ENSG00000183023
Rnase4,ENSG00000258818
Gpr124,ENSG00000020181
Cdkl5,ENSG00000008086
Prpf6,ENSG00000101161
6820408C15Rik,ENSG00000196476
Adam11,ENSG00000073670
Adnp,ENSG00000101126
Ormdl1,ENSG00000128699
Wdr77,ENSG00000116455
Sema6d,ENSG00000137872
Il10ra,ENSG00000110324
Slc4a4,ENSG00000080493
Rgs17,ENSG00000091844
Ubap2l,ENSG00000143569
Cstf2t,ENSG00000177613
Uqcr11,ENSG00000127540
Plcl2,ENSG00000154822
Dedd2,ENSG00000160570
Bmf,ENSG00000104081
Ank3,ENSG00000151150
Eif4e2,ENSG00000135930
Gopc,ENSG00000047932
Wdr3,ENSG00000065183
Srrm1,ENSG00000133226
Klc3,ENSG00000104892
Gusb,ENSG00000169919
Hcn1,ENSG00000164588
Qser1,ENSG00000060749
Sh3rf2,ENSG00000156463
4932418E24Rik,ENSG00000260220
Mtap,ENSG00000099810
Adamts19,ENSG00000145808
Urb1,ENSG00000142207
Slc18a1,ENSG00000036565
Zcrb1,ENSG00000139168
Zfp142,ENSG00000115568
Trit1,ENSG00000043514
Dnajc21,ENSG00000168724
Prkar2a,ENSG00000114302
Ptcd2,ENSG00000049883
1700009P17Rik,ENSG00000188931
Mtfr1,ENSG00000066855
Timm22,ENSG00000177370
Bdp1,ENSG00000145734
Pgbd5,ENSG00000177614
Fbf1,ENSG00000188878
Elof1,ENSG00000130165
Cyp51,ENSG00000001630
Son,ENSG00000159140
Sdhaf2,ENSG00000167985
Gab2,ENSG00000033327
Gpr171,ENSG00000174946
Calhm2,ENSG00000138172
Lif,ENSG00000128342
Cul7,ENSG00000044090
Cisd3,ENSG00000277972
Pdgfrb,ENSG00000113721
Zfp536,ENSG00000198597
Cd248,ENSG00000174807
B3gnt8,ENSG00000177191
Acsl5,ENSG00000197142
Sgk1,ENSG00000118515
Lrp11,ENSG00000120256
Cox7a2l,ENSG00000115944
Ppfia1,ENSG00000131626
Rbm12b2,ENSG00000183808
Rpp40,ENSG00000124787
Usp6nl,ENSG00000148429
Arhgap19,ENSG00000213390
Golgb1,ENSG00000173230
Entpd8,ENSG00000188833
Phlpp2,ENSG00000040199
Tbc1d23,ENSG00000036054
2610301B20Rik,ENSG00000156172
Plekha3,ENSG00000116095
Mal2,ENSG00000147676
Lrrc4c,ENSG00000148948
Pcbp4,ENSG00000090097
Tmem209,ENSG00000146842
Dph2,ENSG00000132768
Iqca,ENSG00000132321
Rragd,ENSG00000025039
Fancc,ENSG00000158169
Fbxo45,ENSG00000174013
Psme3,ENSG00000131467
Rab34,ENSG00000109113
Chchd3,ENSG00000106554
Kctd10,ENSG00000110906
Rltpr,ENSG00000159753
Pcdhgb5,ENSG00000276547
Lrmp,ENSG00000118308
Cgref1,ENSG00000138028
Ldhd,ENSG00000166816
Ppm1l,ENSG00000163590
Prkrip1,ENSG00000128563
Slc26a11,ENSG00000181045
Calca,ENSG00000110680
Capn7,ENSG00000131375
Dnmbp,ENSG00000107554
Wdfy4,ENSG00000128815
Cep350,ENSG00000135837
Ube3a,ENSG00000114062
Stx17,ENSG00000136874
Tspan31,ENSG00000135452
Faim2,ENSG00000135472
Nup98,ENSG00000110713
Sbf2,ENSG00000133812
Atp5g3,ENSG00000154518
Crlf3,ENSG00000176390
Bbs12,ENSG00000181004
P4ha1,ENSG00000122884
Tmem256,ENSG00000205544
Arfip2,ENSG00000132254
Polg2,ENSG00000256525
Mpc1,ENSG00000060762
Pgrmc2,ENSG00000164040
Akt1,ENSG00000142208
Mypop,ENSG00000176182
Sap130,ENSG00000136715
Kpna2,ENSG00000182481
Klc1,ENSG00000126214
Aldh9a1,ENSG00000143149
Blm,ENSG00000197299
Trmt10c,ENSG00000174173
Cox7b,ENSG00000131174
Lrch2,ENSG00000130224
Sec61a1,ENSG00000058262
Elk1,ENSG00000183960
Mvk,ENSG00000110921
E2f1,ENSG00000101412
Glg1,ENSG00000090863
Pifo,ENSG00000173947
Dqx1,ENSG00000144045
Pvr,ENSG00000073008
Elovl1,ENSG00000066322
Tor1b,ENSG00000136816
Atp2b1,ENSG00000070961
2410089E03Rik,ENSG00000197603
Smc4,ENSG00000113810
Ppp1r16b,ENSG00000101445
1810043H04Rik,ENSG00000224877
Pcsk4,ENSG00000115257
Klhdc4,ENSG00000104731
Prkcg,ENSG00000126583
Loxl3,ENSG00000115318
Jmjd8,ENSG00000161999
Lig4,ENSG00000174405
Mal,ENSG00000196588
Tspo,ENSG00000100300
Lrrc18,ENSG00000165383
Actr6,ENSG00000075089
Pias1,ENSG00000033800
Gnpnat1,ENSG00000100522
Necap1,ENSG00000089818
Wdr8,ENSG00000116213
Hus1,ENSG00000136273
Cnih2,ENSG00000174871
AA415398,ENSG00000225899
Lin54,ENSG00000189308
Sfi1,ENSG00000198089
BC030870,ENSG00000248771
Ncstn,ENSG00000162736
Endog,ENSG00000167136
E130012A19Rik,ENSG00000273604
Smyd5,ENSG00000135632
Ociad2,ENSG00000145247
Rmnd5b,ENSG00000145916
Zdhhc1,ENSG00000159714
Akap9,ENSG00000127914
Fmo4,ENSG00000076258
Sox2,ENSG00000181449
Olfr558,ENSG00000180785
Bmp7,ENSG00000101144
Noxo1,ENSG00000196408
Ccdc53,ENSG00000120860
Slc7a6,ENSG00000103064
Slc1a3,ENSG00000079215
Gsk3b,ENSG00000082701
Mrpl49,ENSG00000149792
Sfxn2,ENSG00000156398
Dtnbp1,ENSG00000047579
Agk,ENSG00000006530
Smco4,ENSG00000166002
Lrrc46,ENSG00000141294
Klhl23,ENSG00000213160
Dennd5a,ENSG00000184014
Itprip,ENSG00000148841
Srp19,ENSG00000153037
Irs1,ENSG00000169047
Mmgt1,ENSG00000169446
Dnajc18,ENSG00000170464
Birc2,ENSG00000110330
Hes1,ENSG00000114315
Zranb1,ENSG00000019995
Rai14,ENSG00000039560
A430005L14Rik,ENSG00000198912
Stmnd1,ENSG00000230873
Dbr1,ENSG00000138231
Shmt1,ENSG00000176974
Slc27a6,ENSG00000113396
Shisa5,ENSG00000164054
Nhp2,ENSG00000145912
1810020O05Rik,ENSG00000114656
Xk,ENSG00000047597
Senp5,ENSG00000119231
Cept1,ENSG00000134255
Ap3m1,ENSG00000185009
Fbxl18,ENSG00000155034
Usp1,ENSG00000162607
Etv6,ENSG00000139083
Qars,ENSG00000172053
Harbi1,ENSG00000180423
Tsacc,ENSG00000163467
Myh10,ENSG00000133026
Fxyd3,ENSG00000089356
Itgax,ENSG00000140678
Mt1,ENSG00000205362
Utp6,ENSG00000108651
