Mouse Gene Ranked,Mouse Gene Unranked,Human Ortholog Gene Symbol
Tmem232,Kcnq1ot1,not found
Smad5,Nckap5l,ENSG00000167566
Agps,Ncoa7,ENSG00000111912
Neu2,Smad1,ENSG00000170365
Cd72,Psmd14,ENSG00000115233
Phactr1,Zadh2,ENSG00000180011
Snx25,Usp3,ENSG00000140455
Mast4,2410004N09Rik,not found
Amot,Kif5b,ENSG00000170759
Dus2,Klhdc7a,ENSG00000179023
P4htm,Sfrp1,ENSG00000104332
Ccdc28a,Isoc2a,ENSG00000063241
Calcoco2,Rundc3b,ENSG00000105784
Deb1,Zfp618,ENSG00000157657
Marveld1,Topors,ENSG00000197579
Plekhd1,Znrf2,ENSG00000180233
Ube2d3,Kctd5,ENSG00000167977
Frem1,Lgals12,ENSG00000133317
Ptpre,Muc6,ENSG00000184956
Adamtsl3,Gpr19,ENSG00000183150
Mir143hg,Epb4.1l1,ENSG00000088367
Hmgb3,Alg3,ENSG00000214160
AW112010,Mfsd7c,ENSG00000119686
Vps11,Iars,ENSG00000196305
Fbxo18,Btbd8,ENSG00000189195
2700062C07Rik,Sycp1,ENSG00000198765
Yipf5,Wipf2,ENSG00000171475
Jrk,Cbx4,ENSG00000141582
Snx33,Brd2,ENSG00000204256
Ccdc50,Gm15760,not found
Mfsd10,Rqcd1,ENSG00000144580
Plekho2,Csnk2a1,ENSG00000101266
Ppp2ca,Csnk2a1,ENSG00000254598
Dennd4b,Wdr59,ENSG00000103091
Coq3,Mrpl32,ENSG00000106591
Naif1,Lsp1,ENSG00000130592
Mrps21,Mob3c,ENSG00000142961
B3galt5,Mira,error - retries exceeded
Rapgef3,Ermard,ENSG00000130023
Dact2,Dtnb,not found
Stim2,Grb10,ENSG00000106070
Pacs2,Pcyox1,ENSG00000116005
Peg10,Mgme1,ENSG00000125871
1700020I14Rik,Dcxr,ENSG00000169738
Ceacam1,Igf1,ENSG00000017427
Ppp1r3e,1700019G17Rik,ENSG00000204872
Exoc4,1700019G17Rik,ENSG00000144035
Ube2d2a,Ppp2r5e,ENSG00000154001
Ubc,Ulk3,ENSG00000140474
Nlk,Jmjd4,ENSG00000081692
Toe1,Fastkd2,ENSG00000118246
Lsm6,Serpina9,ENSG00000170054
Fez1,Ndufa6,ENSG00000184983
Epas1,Mccc2,ENSG00000131844
Surf1,Rnf157,ENSG00000141576
Tmem71,Aspm,ENSG00000066279
Caskin2,Ankrd28,ENSG00000206560
Psmd13,Rpl35a,not found
Zfp248,Rrp12,ENSG00000052749
Frrs1l,Pir,ENSG00000087842
Ar,Pfkl,ENSG00000141959
Obfc1,Hspa2,ENSG00000126803
Ddx21,Rhobtb2,ENSG00000008853
Riok3,Cdk7,ENSG00000134058
Thrb,Rassf2,ENSG00000101265
Depdc5,Tmem136,ENSG00000181264
Arl8b,Rps24,not found
Aamp,A530054K11Rik,ENSG00000213799
Nup35,Krit1,ENSG00000001631
Mief2,Ssfa2,ENSG00000138434
Rnd2,Mdm2,ENSG00000135679
Polr2d,Kctd9,ENSG00000104756
Ube2a,Il11ra1,ENSG00000137070
Socs2,Bfar,not found
Gm10069,Nup133,ENSG00000069248
Zmym2,Rps6kb2,ENSG00000175634
Arl5b,Abcd3,ENSG00000117528
Birc5,Kif14,ENSG00000118193
Tfcp2,Bre,ENSG00000158019
Fbxo8,Slc39a11,ENSG00000133195
Slc16a7,Vmac,ENSG00000187650
Mvb12a,1110032A03Rik,ENSG00000137720
Apbb2,Nadk,ENSG00000008130
Gem,Trim55,ENSG00000147573
Tspan13,Gabra3,ENSG00000011677
Tmem241,Ankrd13d,ENSG00000172932
Pcdhac2,Snx21,ENSG00000124104
Kdelr1,Pgp,ENSG00000085563
Shb,Fgf13,ENSG00000129682
Epm2aip1,Elp6,ENSG00000163832
Stx3,Zfp747,not found
Ces1f,Clip2,ENSG00000106665
Notch4,Ints5,ENSG00000185085
Cep128,Zswim3,ENSG00000132801
Gas2,Sipa1,ENSG00000213445
Psmb1,Perm1,ENSG00000187642
Ppm1k,Ppp3r1,ENSG00000221823
Tdrd3,Ndufs6,ENSG00000145494
Ddx27,Rrp8,ENSG00000132275
Armc4,Ap4s1,ENSG00000100478
Me2,Ckm,ENSG00000104879
Atmin,Hnrnpab,ENSG00000197451
Ten1,Trp53inp2,ENSG00000078804
Poldip2,Fgf1,ENSG00000113578
Fam187b,Wdr41,ENSG00000164253
Map1s,Ecd,ENSG00000122882
Atp5g1,Ndufa4l2,ENSG00000185633
Mpg,9430020K01Rik,ENSG00000165757
Tnfsf15,Mospd2,ENSG00000130150
Rbfox1,Fbxo27,ENSG00000161243
Dnttip1,Tubgcp5,ENSG00000275835
Ccnt1,Kbtbd8,ENSG00000163376
2010300C02Rik,Cops8,ENSG00000198612
Tc2n,Cdipt,ENSG00000103502
Ank2,Efna5,ENSG00000184349
Fam210a,D930020B18Rik,ENSG00000185306
Serac1,Ets1,ENSG00000134954
Eaf2,Rem2,ENSG00000139890
Leng1,Eef1a2,ENSG00000101210
Rufy3,Gm3002,not found
Snx17,Rxfp1,ENSG00000171509
Hmox1,Tmcc1,ENSG00000172765
Adprhl1,Pdcl,ENSG00000136940
Lamtor1,Slain1,ENSG00000139737
Tlr4,Rad51b,ENSG00000182185
Fnip1,Atg3,ENSG00000144848
Rad54l2,Kti12,ENSG00000198841
Cd82,Pmpcb,ENSG00000105819
Fbxo3,4931428F04Rik,ENSG00000196123
D7Ertd715e,Gstt2,ENSG00000099984
Mus81,Gstt2,ENSG00000133433
Pcdhb12,Casq1,ENSG00000143318
Trpv2,Plekhb2,ENSG00000115762
Egfl7,Gab3,ENSG00000160219
Ttpa,Eif5b,ENSG00000158417
Btbd9,Ndnf,ENSG00000173376
Ensa,Fam154b,ENSG00000188659
Ccrl2,Cenpw,ENSG00000203760
Ndufs1,Gif,ENSG00000134812
Dhtkd1,Trnp1,ENSG00000253368
Slc2a12,Polr2e,ENSG00000099817
Ulbp1,Ccdc85b,ENSG00000175602
Scel,St3gal3,ENSG00000126091
Itch,Them4,ENSG00000159445
Hnrnph3,Cd164,ENSG00000135535
Akt3,Arid4b,ENSG00000054267
Zfp873,Ssna1,ENSG00000176101
Ppig,Apbb1,ENSG00000166313
Dnm2,Sec24c,ENSG00000176986
Vdr,Letm1,ENSG00000168924
Yipf1,Ttc21b,ENSG00000123607
Fbp2,Phldb1,ENSG00000019144
Mfng,Psd,ENSG00000059915
Dgkz,Ugt1a7c,ENSG00000167165
Srgap3,Rsph9,ENSG00000172426
Hsd11b2,Gnb2,ENSG00000172354
BC005537,Ahcy,ENSG00000101444
Pak6,Agpat5,ENSG00000155189
Adarb2,Lig3,ENSG00000005156
Cuedc2,Tmem79,ENSG00000163472
Arl10,Agmo,ENSG00000187546
Haus7,Slc8a2,ENSG00000118160
Muc4,Rrm2,ENSG00000171848
Caps2,Ryr2,ENSG00000198626
Zfp697,Cd3d,ENSG00000167286
Nup43,Adh7,ENSG00000196344
Smg7,Ptgfr,ENSG00000122420
9530091C08Rik,Minpp1,ENSG00000107789
Rfwd3,Myo1d,ENSG00000176658
Nav1,Rsrc1,ENSG00000174891
Ddi2,Rnpep,ENSG00000176393
Rbbp5,Slc36a1os,not found
Chd7,Zfp429,ENSG00000197013
Cckar,Lsr,ENSG00000105699
Bmi1,Rb1,ENSG00000139687
Snx13,Pdzk1ip1,ENSG00000162366
Sox21,Cyp4f16,ENSG00000186526
Grrp1,Tmem8b,ENSG00000137103
Rras,Swsap1,ENSG00000173928
Rcbtb2,Tcf25,ENSG00000141002
Slc9a7,Zfp703,ENSG00000183779
Meig1,B9d2,ENSG00000123810
Arhgdia,Zfp560,ENSG00000197961
Rassf9,Fancg,ENSG00000221829
Spdl1,Perp,ENSG00000112378
Dmc1,Gm1943,not found
Hyal3,Cpm,ENSG00000135678
Emc1,Zfp791,ENSG00000173875
Gm9776,Mier3,ENSG00000155545
E030011O05Rik,Pwp2,ENSG00000241945
Knstrn,Zbtb8a,ENSG00000160062
Ptger1,Cers2,ENSG00000143418
Phf7,Col27a1,ENSG00000196739
1810009A15Rik,2610018G03Rik,ENSG00000134602
Eral1,Bcl10,ENSG00000142867
Tlr13,Smpx,ENSG00000091482
Acp6,Tmem159,ENSG00000011638
6820431F20Rik,Eln,not found
Jup,Kctd18,ENSG00000155729
Lzts3,Col16a1,ENSG00000084636
Gm16702,Nr1d1,ENSG00000126368
Marf1,Ddx28,ENSG00000182810
Shroom1,Rsph4a,ENSG00000111834
Mgst2,Kifc1,ENSG00000237649
Tbx6,Sos1,ENSG00000115904
Cblc,Phldb3,ENSG00000176531
Magt1,Dhrs3,ENSG00000162496
Dhrs13,Fah,ENSG00000103876
Prkg1,Ubtd2,ENSG00000168246
Slc29a3,Uckl1os,not found
Fxyd5,Hhatl,ENSG00000010282
Bscl2,9430091E24Rik,not found
Alg2,Tubgcp4,ENSG00000137822
Poldip3,Pdss2,ENSG00000164494
Mad1l1,Ccdc13,ENSG00000244607
Ccdc171,Zfp428,ENSG00000131116
Fgfr3,Nop56,ENSG00000101361
Ppip5k1,Glrx3,ENSG00000108010
Epor,Vwa5a,ENSG00000110002
Wdr90,Tmem232,ENSG00000186952
Lamp1,Kif11,ENSG00000138160
Atp2b4,Neu2,ENSG00000115488
1810032O08Rik,Cd72,ENSG00000137101
AI837181,Flrt3,ENSG00000125848
B4galt2,Pabpc4,ENSG00000090621
Parp16,Prkab1,ENSG00000111725
Syn1,Smad5,ENSG00000113658
Arpc3,Amot,ENSG00000126016
Rap1b,Agps,ENSG00000018510
Tep1,Snx25,ENSG00000109762
Mtmr6,Deb1,ENSG00000008324
Usp29,Ccdc28a,ENSG00000024862
Slc38a7,Dus2,ENSG00000167264
Hacl1,Phactr1,ENSG00000112137
Plk3,Mir143hg,not found
Pih1d2,Plekhd1,ENSG00000175985
Fbxl5,AW112010,not found
Bak1,P4htm,ENSG00000178467
Fktn,Marveld1,ENSG00000155254
Pkig,Calcoco2,ENSG00000136436
Ankrd39,Ube2d3,not found
Psmc4,Mast4,ENSG00000069020
Aldh1b1,Adamtsl3,ENSG00000156218
Brinp1,Jrk,ENSG00000234616
Herc6,Hmgb3,not found
Begain,Frem1,ENSG00000164946
Tmem88,2700062C07Rik,ENSG00000141428
Lpxn,Vps11,ENSG00000160695
Supv3l1,Snx33,ENSG00000173548
Eif2s2,Fbxo18,ENSG00000134452
Frrs1,Yipf5,ENSG00000145817
Mtmr3,Mrps21,ENSG00000266472
Cpsf2,Ccdc50,ENSG00000152492
Tor4a,Naif1,ENSG00000171169
Kif16b,Plekho2,ENSG00000241839
Taf9,Ptpre,ENSG00000132334
Slc6a8,Coq3,ENSG00000132423
Dnajb13,Dennd4b,ENSG00000198837
2610034B18Rik,B3galt5,ENSG00000183778
Eda,Ppp2ca,ENSG00000113575
Ptcd1,Dact2,ENSG00000164488
Hspb11,Rapgef3,ENSG00000079337
Ripk1,Ube2d2a,ENSG00000131508
Cntrob,Stim2,ENSG00000109689
Ppp2r5c,Ppp1r3e,ENSG00000235194
Bicc1,Ceacam1,not found
Dcp2,Pacs2,ENSG00000179364
9930111J21Rik2,1700020I14Rik,not found
Csde1,Ubc,ENSG00000150991
Fam216a,Exoc4,ENSG00000131558
Zfp524,Lsm6,ENSG00000164167
Wdr4,Nlk,ENSG00000087095
Dse,Toe1,ENSG00000132773
D130020L05Rik,Surf1,ENSG00000148290
BC029214,Epas1,ENSG00000116016
Sirt2,Tmem71,ENSG00000165071
L1cam,Mfsd10,ENSG00000109736
Nup205,Zfp248,ENSG00000198105
Lrrk2,Frrs1l,ENSG00000260230
Gon4l,Psmd13,ENSG00000185627
Als2,Riok3,ENSG00000101782
Snrk,Ddx21,ENSG00000165732
Mettl10,Fez1,ENSG00000149557
Map3k5,Obfc1,ENSG00000107960
Zranb2,Depdc5,ENSG00000100150
Tbrg4,Caskin2,ENSG00000177303
Hepacam2,Aamp,ENSG00000127837
Traf2,Arl8b,ENSG00000134108
Ankrd29,Rnd2,ENSG00000108830
Fcna,Mief2,ENSG00000177427
Tfdp1,Ube2a,ENSG00000077721
Echs1,Socs2,ENSG00000120833
Exd2,Arl5b,ENSG00000165997
Klrg2,Zmym2,ENSG00000121741
Serpinb9,Tfcp2,ENSG00000135457
Grap2,Fbxo8,ENSG00000164117
Igsf9,Nup35,ENSG00000163002
Ccdc166,Thrb,ENSG00000151090
Rin1,Peg10,ENSG00000242265
Amz2,Peg10,ENSG00000254656
Nle1,Slc16a7,ENSG00000118596
Ginm1,Polr2d,ENSG00000144231
Chchd7,Mvb12a,ENSG00000141971
Mical1,Kdelr1,ENSG00000105438
Cmtm7,Tspan13,ENSG00000106537
Dad1,Gem,ENSG00000112312
Dstn,Shb,ENSG00000107338
Rnf169,Pcdhac2,ENSG00000243232
Glb1,Ar,ENSG00000137869
Mgrn1,Birc5,ENSG00000089685
Dram2,Notch4,not found
Hr,Apbb2,ENSG00000163697
Orai2,Stx3,ENSG00000166900
Nkiras2,Psmb1,ENSG00000008018
Abcf3,Cep128,ENSG00000100629
Ugdh,Gas2,ENSG00000148935
Hddc3,Tdrd3,ENSG00000083544
Dnah11,Ppm1k,ENSG00000163644
Hfe2,Epm2aip1,ENSG00000178567
Spag6,Tmem241,ENSG00000134490
Nos2,Ces1f,not found
St6galnac3,Ddx27,ENSG00000124228
Mon1a,Ten1,ENSG00000257949
Ube2l6,Armc4,ENSG00000169126
Stradb,Gm10069,not found
Ik,Fam187b,ENSG00000177558
Gpr141,Atp5g1,not found
Zdhhc24,Atmin,ENSG00000166454
Ppp1r2,Poldip2,ENSG00000004142
Ccdc103,Tnfsf15,ENSG00000181634
Col4a2,Map1s,ENSG00000130479
Bves,Rbfox1,ENSG00000078328
Nedd9,Dnttip1,ENSG00000101457
Tgfbr2,2010300C02Rik,ENSG00000196872
Lsm11,Tc2n,ENSG00000165929
Gle1,Ccnt1,ENSG00000129315
Stx1b,Leng1,ENSG00000105617
9530053A07Rik,Eaf2,ENSG00000145088
Trim67,Rufy3,ENSG00000018189
Psma2,Snx17,ENSG00000115234
Ccdc25,Serac1,ENSG00000122335
Cdca4,Fam210a,ENSG00000177150
Ppp1r9a,Mpg,ENSG00000103152
Erbb2ip,Me2,ENSG00000196628
Tpm1,Hmox1,ENSG00000100292
Cdh1,Lamtor1,ENSG00000149357
Gm13251,Adprhl1,ENSG00000153531
Hhat,Fbxo3,ENSG00000110429
Dlg5,Fnip1,ENSG00000217128
Insig2,Pcdhb12,ENSG00000113209
Cep68,Cd82,ENSG00000085117
BC028528,D7Ertd715e,not found
Ccdc121,Mus81,ENSG00000172732
Map2k3os,Ank2,ENSG00000145362
Ncapd3,Tlr4,ENSG00000136869
Kctd7,Rad54l2,ENSG00000164080
Tlr5,Trpv2,ENSG00000187688
Cyc1,Ensa,ENSG00000143420
Slain2,Ttpa,ENSG00000137561
Nsf,Egfl7,ENSG00000172889
Coil,Ulbp1,not found
Poll,Ccrl2,ENSG00000121797
Rhbdd2,Hnrnph3,ENSG00000096746
Brap,Dhtkd1,ENSG00000181192
Sik1,Slc2a12,ENSG00000146411
Ngef,Scel,ENSG00000136155
Sap30l,Akt3,ENSG00000117020
Tmem55b,Itch,ENSG00000078747
Atp8b2,Zfp873,not found
Vwa8,Ppig,ENSG00000138398
4921507P07Rik,Ndufs1,ENSG00000023228
Tnfaip8l1,Btbd9,ENSG00000183826
Pvt1,Yipf1,ENSG00000058799
Abhd14a,Vdr,ENSG00000111424
Ncor1,Hsd11b2,ENSG00000176387
Tiprl,Dnm2,ENSG00000079805
Trmt112,BC005537,ENSG00000112308
Pcm1,Mfng,ENSG00000100060
Wnk1,Cuedc2,ENSG00000107874
Ap3s1,Pak6,ENSG00000137843
Lcp1,Srgap3,ENSG00000196220
Atp8b5,Arl10,ENSG00000175414
Trim44,Haus7,ENSG00000213397
Cyb5r3,Adarb2,ENSG00000185736
Gcn1l1,Muc4,ENSG00000145113
Fbxl12os,Dgkz,ENSG00000149091
Ticam1,Nup43,ENSG00000120253
Ppp1r7,Ddi2,ENSG00000215695
Spag7,Fbp2,ENSG00000165457
Cblb,Zfp697,ENSG00000143067
Gtf2h4,Rfwd3,ENSG00000168411
Dcaf5,Smg7,ENSG00000116698
Abcd1,Rbbp5,ENSG00000117222
Vezt,Cckar,ENSG00000163394
Pole,Grrp1,ENSG00000197245
Btbd3,Rras,ENSG00000126458
Atp6v0e,Nav1,ENSG00000134369
1110051M20Rik,Bmi1,ENSG00000168283
1810013L24Rik,Snx13,ENSG00000071189
Ptprf,Meig1,ENSG00000197889
Ppp1r1b,Rcbtb2,ENSG00000136161
Abhd17b,Rassf9,ENSG00000198774
Pcdhb2,Slc9a7,ENSG00000065923
Reep6,Arhgdia,ENSG00000141522
Tube1,Gm9776,not found
Gm11837,Chd7,ENSG00000170004
Rcor3,Hyal3,ENSG00000186792
Tctex1d2,Knstrn,ENSG00000128944
Ndufa9,Spdl1,ENSG00000040275
Cit,Caps2,ENSG00000180881
Arhgap22,Dmc1,ENSG00000100206
Mrps28,Emc1,ENSG00000127463
Ddx19a,6820431F20Rik,not found
BC051226,1810009A15Rik,ENSG00000278615
Cacnb4,Sox21,ENSG00000100146
Cmas,Eral1,ENSG00000132591
Kif24,Ptger1,ENSG00000160951
Akip1,Acp6,ENSG00000162836
Taco1,Tlr13,not found
Timmdc1,Lzts3,ENSG00000088899
Usp20,Phf7,ENSG00000010318
Ppp2r5a,Jup,ENSG00000173801
Arhgap5,Mgst2,ENSG00000085871
Psma3,Cblc,ENSG00000142273
Tmem181a,Magt1,ENSG00000102158
Phb,Marf1,ENSG00000166783
Magi3,Shroom1,ENSG00000164403
Zfp1,Tbx6,ENSG00000149922
Ralb,Fxyd5,not found
Fbxl12,Dhrs13,ENSG00000167536
Arfip1,Bscl2,ENSG00000168000
Hivep3,Poldip3,ENSG00000100227
Sdhc,Mad1l1,ENSG00000002822
Neil1,Slc29a3,ENSG00000198246
Rgl3,Alg2,ENSG00000119523
Zfp408,Prkg1,ENSG00000185532
Ftsj3,Lamp1,ENSG00000185896
Fsd2,Epor,ENSG00000187266
Hpcal1,1810032O08Rik,not found
Celsr1,Ccdc171,ENSG00000164989
Neto1,Fgfr3,ENSG00000068078
Gab1,AI837181,ENSG00000175573
Gramd3,Ppip5k1,ENSG00000168781
Idh1,Atp2b4,ENSG00000058668
Kif15,Wdr90,ENSG00000161996
Mblac1,B4galt2,ENSG00000117411
Asph,Parp16,ENSG00000138617
Hspb7,Rap1b,ENSG00000127314
Sars2,Usp29,not found
H2-DMa,Arpc3,ENSG00000111229
Jrkl,9530091C08Rik,error - retries exceeded
Armc5,Syn1,ENSG00000008056
Ctnnb1,Plk3,ENSG00000173846
Gmnc,Mtmr6,ENSG00000139505
Sap18,Bak1,ENSG00000030110
Tmem176a,Hacl1,ENSG00000182591
Gpr183,Slc38a7,ENSG00000103042
Kdm4a,Fbxl5,ENSG00000118564
Rpl13a,Pkig,ENSG00000168734
Celf1,Fktn,ENSG00000106692
Zfp109,Tep1,not found
Slc2a10,Ankrd39,ENSG00000213337
Isg20,Pih1d2,ENSG00000150773
Plek2,Psmc4,ENSG00000013275
Slc25a17,Herc6,ENSG00000138642
H2-Q5,Begain,ENSG00000183092
Pmm2,Brinp1,ENSG00000078725
Dusp14,Aldh1b1,ENSG00000137124
Creb5,Tmem88,ENSG00000167874
Ufd1l,Eif2s2,ENSG00000125977
Dhx30,Supv3l1,ENSG00000156502
Helq,Frrs1,ENSG00000156869
Smg5,Cpsf2,ENSG00000165934
Cyp1a1,Tor4a,ENSG00000198113
Polr2k,Kif16b,not found
Anapc1,Dnajb13,ENSG00000187726
Cyhr1,Lpxn,ENSG00000110031
Gm973,2610034B18Rik,ENSG00000242498
Rptoros,Slc6a8,ENSG00000130821
D10Bwg1379e,Slc6a8,ENSG00000273554
Ruvbl2,Hspb11,ENSG00000081870
Snap23,Taf9,ENSG00000273841
Arhgap29,Eda,ENSG00000158813
Wbp4,Cntrob,ENSG00000170037
Fan1,Mtmr3,ENSG00000100330
Ranbp1,Ptcd1,ENSG00000106246
Slc29a4,Gm16702,error - retries exceeded
Tctn3,E030011O05Rik,error - retries exceeded
Tnfrsf26,Fam216a,ENSG00000204856
Scamp1,Zfp524,ENSG00000171443
Pitpnb,Dcp2,ENSG00000172795
Nhp2l1,D130020L05Rik,not found
Zfp101,Bicc1,ENSG00000122870
Ifi47,Ppp2r5c,ENSG00000078304
Mrpl16,Csde1,ENSG00000009307
Gm10336,9930111J21Rik2,not found
Dhx32,Ripk1,ENSG00000137275
Prkar1b,Sirt2,ENSG00000068903
Zfp105,Dse,ENSG00000111817
Arap2,Nup205,ENSG00000155561
Lmbr1l,Wdr4,ENSG00000160193
Runx1,Gon4l,ENSG00000163374
Fam118b,Gon4l,ENSG00000116580
Med21,Mettl10,ENSG00000203791
Kpnb1,Map3k5,ENSG00000197442
Ahctf1,Lrrk2,ENSG00000188906
Sun2,Tbrg4,ENSG00000136270
Arl4c,Zranb2,ENSG00000132485
Adamts12,Snrk,ENSG00000163788
Rcc2,Hepacam2,ENSG00000188175
Aldh7a1,L1cam,ENSG00000198910
Nap1l3,Traf2,ENSG00000127191
Gpatch2l,Fcna,not found
Trip6,Ankrd29,ENSG00000154065
Eif3h,Ccdc166,not found
Cemip,Echs1,ENSG00000127884
Abhd6,Serpinb9,ENSG00000170542
2700049A03Rik,Tfdp1,ENSG00000198176
Tex14,Exd2,ENSG00000081177
Pip4k2a,Als2,ENSG00000003393
Ccnc,Klrg2,ENSG00000188883
Nop10,Chchd7,ENSG00000170791
Vps26b,Rin1,ENSG00000174791
Hist1h2ap,Amz2,ENSG00000196704
Pnck,Nle1,ENSG00000073536
Cd200r4,Ginm1,ENSG00000055211
Il17d,Igsf9,ENSG00000085552
1110054M08Rik,Grap2,ENSG00000100351
Yars,Cmtm7,ENSG00000153551
Dusp8,Dad1,ENSG00000129562
Ank1,Mical1,ENSG00000135596
Mybl2,Dstn,ENSG00000125868
Ckb,Glb1,ENSG00000170266
5430417L22Rik,Hr,ENSG00000168453
Phf11a,Dram2,ENSG00000156171
Exosc9,Mgrn1,ENSG00000102858
Tuba4a,Orai2,ENSG00000160991
Agpat9,Abcf3,ENSG00000161204
Nlrp1b,Hddc3,ENSG00000184508
Mbnl1,Nkiras2,ENSG00000168256
Phf10,Ugdh,ENSG00000109814
Neu1,Hfe2,ENSG00000168509
Mamld1,Rnf169,ENSG00000166439
5330417C22Rik,Spag6,ENSG00000077327
Nab1,Ik,not found
Lrrc8c,St6galnac3,ENSG00000184005
Nrde2,Dnah11,ENSG00000105877
Pex10,Ube2l6,ENSG00000156587
Scara5,Zdhhc24,ENSG00000174165
Nup50,Mon1a,ENSG00000164077
Grik5,Nos2,ENSG00000188425
Hnrnpu,Ccdc103,ENSG00000167131
2010002M12Rik,Stradb,ENSG00000082146
Ift80,Ppp1r2,ENSG00000184203
4930570G19Rik,Ppp1r2,ENSG00000231989
Gltscr2,Bves,ENSG00000112276
Sh3bgr,Col4a2,ENSG00000134871
Arhgap35,Nedd9,ENSG00000111859
Cyp2j9,Stx1b,ENSG00000099365
Stoml1,9530053A07Rik,not found
Ccnjl,Gle1,ENSG00000119392
Slk,Tgfbr2,ENSG00000163513
Spryd4,Gpr141,ENSG00000187037
Wdr27,Ccdc25,ENSG00000147419
Mrpl42,Trim67,ENSG00000119283
Xylt2,Psma2,ENSG00000106588
Fam208b,Cdca4,ENSG00000170779
Mycbp2,Lsm11,ENSG00000155858
Sspo,Ppp1r9a,ENSG00000158528
Tfg,Erbb2ip,ENSG00000112851
Fam47e,Gm13251,ENSG00000196378
4632434I11Rik,Tpm1,ENSG00000140416
Cct4,Hhat,ENSG00000054392
Pcnp,Insig2,ENSG00000125629
Tmtc1,Cep68,ENSG00000011523
Stil,Ccdc121,not found
Pogk,Map2k3os,not found
Ppp1r8,Kctd7,ENSG00000243335
Piwil4,Slain2,ENSG00000109171
Fndc5,Ncapd3,ENSG00000151503
Garem,Tlr5,ENSG00000187554
Bhlha15,Dlg5,ENSG00000151208
Paqr8,BC029214,error - retries exceeded
Rps6ka6,Cyc1,ENSG00000179091
Slc6a17,Cdh1,ENSG00000039068
Plekhm2,Coil,ENSG00000121058
Mul1,Nsf,ENSG00000073969
Ifi203,Rhbdd2,ENSG00000005486
Atxn7,Sap30l,ENSG00000164576
Gpd2,Poll,ENSG00000166169
Adal,Brap,ENSG00000089234
Shroom3,Sik1,ENSG00000142178
Pbld2,4921507P07Rik,ENSG00000153790
Rpl39,Tnfaip8l1,ENSG00000185361
Letm2,Tmem55b,ENSG00000165782
2010111I01Rik,Pvt1,not found
Rps19bp1,Atp8b2,ENSG00000143515
Clmn,Vwa8,ENSG00000102763
Bcas3,Abhd14a,ENSG00000248487
Timm13,Trmt112,ENSG00000173113
Rapgef4,Ngef,ENSG00000066248
Capza1,Tiprl,ENSG00000143155
Ncapg,Ap3s1,ENSG00000177879
Tro,Fbxl12os,not found
Plekhg4,Trim44,ENSG00000166326
Pdlim7,Cyb5r3,ENSG00000100243
Top2b,Ticam1,ENSG00000127666
Zfp213,Ncor1,ENSG00000141027
Elmod1,Pcm1,ENSG00000078674
8430429K09Rik,Gcn1l1,ENSG00000089154
Rdh1,Gtf2h4,ENSG00000213780
Bcl2l2,Ppp1r7,not found
Hnrnpd,Cblb,ENSG00000114423
Pnpla7,Wnk1,ENSG00000060237
Ddx59,Spag7,ENSG00000091640
B230118H07Rik,Abcd1,ENSG00000101986
Usp30,Atp8b5,not found
Trmt13,Dcaf5,ENSG00000139990
Maml3,Btbd3,ENSG00000132640
Dnajc5,1810013L24Rik,ENSG00000182831
Rhno1,1110051M20Rik,ENSG00000149179
Cops7a,Atp6v0e,ENSG00000113732
Gdnf,Reep6,not found
Rbm27,Ppp1r1b,ENSG00000131771
Adam23,Pcdhb2,ENSG00000112852
Ttyh2,Ptprf,ENSG00000142949
Galt,Gm11837,ENSG00000253250
Mcf2l,Abhd17b,ENSG00000107362
Map3k15,Tube1,ENSG00000074935
Trim12a,Vezt,ENSG00000028203
Mea1,Tctex1d2,ENSG00000213123
Htra1,BC051226,not found
Stam,Rcor3,ENSG00000117625
Ccdc104,Ndufa9,ENSG00000139180
Adora1,Lcp1,ENSG00000136167
Trim16,Cit,ENSG00000122966
Apex1,Cacnb4,ENSG00000182389
Clec4a2,Cmas,ENSG00000111726
Zfp128,Mrps28,ENSG00000147586
Ikzf1,Akip1,ENSG00000166452
Gm20748,Taco1,ENSG00000136463
Pdcl3,Pole,ENSG00000177084
Depdc7,Kif24,ENSG00000186638
Zdhhc14,Ppp2r5a,ENSG00000066027
Sowahb,Timmdc1,ENSG00000113845
Trpv4,Ddx19a,ENSG00000168872
Ccdc158,Arhgap22,ENSG00000128805
Adamdec1,Phb,ENSG00000167085
Nkd2,Tmem181a,ENSG00000146433
Med30,Arhgap5,ENSG00000100852
Ddb1,BC028528,error - retries exceeded
Lias,Usp20,ENSG00000136878
Tamm41,Zfp1,ENSG00000184517
Lrrn1,Ralb,ENSG00000144118
Zdhhc21,Sdhc,ENSG00000143252
Sptbn1,Fbxl12,ENSG00000127452
Zfp773,Rgl3,ENSG00000205517
Fut8,Magi3,ENSG00000081026
AU021092,Psma3,ENSG00000100567
Zfpl1,Arfip1,ENSG00000164144
Fermt3,Neil1,ENSG00000140398
Bean1,Ftsj3,ENSG00000108592
C230052I12Rik,Zfp408,ENSG00000175213
Lsg1,Gab1,ENSG00000109458
Ms4a4c,Hpcal1,ENSG00000115756
Heca,Gramd3,ENSG00000155324
Gulp1,Hivep3,ENSG00000127124
Oas1b,Neto1,ENSG00000166342
Gm11711,Celsr1,ENSG00000075275
Gm11710,Mblac1,ENSG00000214309
Zfr2,Idh1,ENSG00000138413
